case_id,fitness,edit_distance,conformant,missing_activities,unexpected_activities,repeated_activities
P2P-000103,0.7222222222222222,5,False,,Corrected Invoice Received | Delivery Delayed | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000104,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000105,1.0,0,True,,,
P2P-000106,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000107,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000108,1.0,0,True,,,
P2P-000109,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000110,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000111,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000112,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000113,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000114,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000115,0.9230769230769231,1,False,Manager Approval,,
P2P-000116,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000117,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000118,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000119,1.0,0,True,,,
P2P-000120,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000121,1.0,0,True,,,
P2P-000122,1.0,0,True,,,
P2P-000123,1.0,0,True,,,
P2P-000124,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000125,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000126,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000127,0.9230769230769231,1,False,Manager Approval,,
P2P-000128,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000129,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000130,1.0,0,True,,,
P2P-000131,1.0,0,True,,,
P2P-000132,1.0,0,True,,,
P2P-000133,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000134,1.0,0,True,,,
P2P-000135,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000136,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000137,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000138,1.0,0,True,,,
P2P-000139,1.0,0,True,,,
P2P-000140,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000141,0.9230769230769231,1,False,Manager Approval,,
P2P-000142,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000143,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000144,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000145,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000146,1.0,0,True,,,
P2P-000147,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000148,0.9230769230769231,1,False,Manager Approval,,
P2P-000149,0.9230769230769231,1,False,Manager Approval,,
P2P-000150,1.0,0,True,,,
P2P-000151,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000152,0.9230769230769231,1,False,Manager Approval,,
P2P-000153,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000154,1.0,0,True,,,
P2P-000155,0.9230769230769231,1,False,Manager Approval,,
P2P-000156,1.0,0,True,,,
P2P-000157,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000158,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000159,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000160,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000161,1.0,0,True,,,
P2P-000162,1.0,0,True,,,
P2P-000163,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000164,1.0,0,True,,,
P2P-000165,1.0,0,True,,,
P2P-000166,1.0,0,True,,,
P2P-000167,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000168,0.9230769230769231,1,False,Manager Approval,,
P2P-000169,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000170,1.0,0,True,,,
P2P-000171,1.0,0,True,,,
P2P-000172,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000173,1.0,0,True,,,
P2P-000174,1.0,0,True,,,
P2P-000175,1.0,0,True,,,
P2P-000176,0.9230769230769231,1,False,Manager Approval,,
P2P-000177,1.0,0,True,,,
P2P-000178,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000179,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000180,1.0,0,True,,,
P2P-000181,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000182,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000183,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000184,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000185,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000186,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000187,0.9230769230769231,1,False,Manager Approval,,
P2P-000188,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000189,1.0,0,True,,,
P2P-000190,0.9230769230769231,1,False,Manager Approval,,
P2P-000191,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000192,1.0,0,True,,,
P2P-000193,1.0,0,True,,,
P2P-000194,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000195,1.0,0,True,,,
P2P-000196,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000197,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000198,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000199,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000200,1.0,0,True,,,
P2P-000201,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000202,1.0,0,True,,,
P2P-000203,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000204,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000205,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000206,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000207,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000208,0.9230769230769231,1,False,Manager Approval,,
P2P-000209,1.0,0,True,,,
P2P-000210,1.0,0,True,,,
P2P-000211,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000212,1.0,0,True,,,
P2P-000213,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000214,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000215,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000216,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000217,1.0,0,True,,,
P2P-000218,0.9230769230769231,1,False,Manager Approval,,
P2P-000219,1.0,0,True,,,
P2P-000220,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000221,1.0,0,True,,,
P2P-000222,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000223,1.0,0,True,,,
P2P-000224,1.0,0,True,,,
P2P-000225,0.9230769230769231,1,False,Manager Approval,,
P2P-000226,1.0,0,True,,,
P2P-000227,1.0,0,True,,,
P2P-000228,1.0,0,True,,,
P2P-000229,1.0,0,True,,,
P2P-000230,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000231,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000232,1.0,0,True,,,
P2P-000233,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000234,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-000235,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000236,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000237,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000238,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000239,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000240,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000241,1.0,0,True,,,
P2P-000242,1.0,0,True,,,
P2P-000243,0.7222222222222222,5,False,,Corrected Invoice Received | Delivery Delayed | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000244,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000245,1.0,0,True,,,
P2P-000246,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000247,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000248,1.0,0,True,,,
P2P-000249,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000250,1.0,0,True,,,
P2P-000251,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000252,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-000253,1.0,0,True,,,
P2P-000254,1.0,0,True,,,
P2P-000255,1.0,0,True,,,
P2P-000256,1.0,0,True,,,
P2P-000257,1.0,0,True,,,
P2P-000258,1.0,0,True,,,
P2P-000259,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000260,1.0,0,True,,,
P2P-000261,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000262,1.0,0,True,,,
P2P-000263,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000264,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000265,1.0,0,True,,,
P2P-000266,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000267,1.0,0,True,,,
P2P-000268,1.0,0,True,,,
P2P-000269,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000270,0.9230769230769231,1,False,Manager Approval,,
P2P-000271,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000272,1.0,0,True,,,
P2P-000273,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000274,1.0,0,True,,,
P2P-000275,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000276,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000277,1.0,0,True,,,
P2P-000278,1.0,0,True,,,
P2P-000279,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000280,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000281,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-000282,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000283,1.0,0,True,,,
P2P-000284,0.8125,3,False,,Delivery Delayed | Invoice Blocked | Invoice Corrected,
P2P-000285,1.0,0,True,,,
P2P-000286,1.0,0,True,,,
P2P-000287,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000288,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000289,0.9230769230769231,1,False,Manager Approval,,
P2P-000290,0.9230769230769231,1,False,Manager Approval,,
P2P-000291,0.9230769230769231,1,False,Manager Approval,,
P2P-000292,1.0,0,True,,,
P2P-000293,1.0,0,True,,,
P2P-000294,1.0,0,True,,,
P2P-000295,1.0,0,True,,,
P2P-000296,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000297,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000298,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000299,0.9230769230769231,1,False,Manager Approval,,
P2P-000300,1.0,0,True,,,
P2P-000301,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000302,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000303,1.0,0,True,,,
P2P-000304,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000305,1.0,0,True,,,
P2P-000306,0.9230769230769231,1,False,Manager Approval,,
P2P-000307,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000308,0.9230769230769231,1,False,Manager Approval,,
P2P-000309,1.0,0,True,,,
P2P-000310,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000311,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000312,1.0,0,True,,,
P2P-000313,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000314,1.0,0,True,,,
P2P-000315,1.0,0,True,,,
P2P-000316,1.0,0,True,,,
P2P-000317,1.0,0,True,,,
P2P-000318,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000319,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000320,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000321,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000322,0.9230769230769231,1,False,Manager Approval,,
P2P-000323,1.0,0,True,,,
P2P-000324,1.0,0,True,,,
P2P-000325,0.8125,3,False,,Delivery Delayed | Invoice Blocked | Invoice Corrected,
P2P-000326,1.0,0,True,,,
P2P-000327,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000328,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000329,1.0,0,True,,,
P2P-000330,1.0,0,True,,,
P2P-000331,1.0,0,True,,,
P2P-000332,1.0,0,True,,,
P2P-000333,0.9230769230769231,1,False,Manager Approval,,
P2P-000334,0.9230769230769231,1,False,Manager Approval,,
P2P-000335,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000336,1.0,0,True,,,
P2P-000337,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000338,1.0,0,True,,,
P2P-000339,1.0,0,True,,,
P2P-000340,0.9230769230769231,1,False,Manager Approval,,
P2P-000341,0.9230769230769231,1,False,Manager Approval,,
P2P-000342,1.0,0,True,,,
P2P-000343,0.9230769230769231,1,False,Manager Approval,,
P2P-000344,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000345,1.0,0,True,,,
P2P-000346,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000347,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000348,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000349,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000350,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000351,1.0,0,True,,,
P2P-000352,1.0,0,True,,,
P2P-000353,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000354,1.0,0,True,,,
P2P-000355,1.0,0,True,,,
P2P-000356,1.0,0,True,,,
P2P-000357,1.0,0,True,,,
P2P-000358,1.0,0,True,,,
P2P-000359,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000360,1.0,0,True,,,
P2P-000361,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000362,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000363,0.9230769230769231,1,False,Manager Approval,,
P2P-000364,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000365,1.0,0,True,,,
P2P-000366,1.0,0,True,,,
P2P-000367,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000368,1.0,0,True,,,
P2P-000369,1.0,0,True,,,
P2P-000370,1.0,0,True,,,
P2P-000371,1.0,0,True,,,
P2P-000372,1.0,0,True,,,
P2P-000373,1.0,0,True,,,
P2P-000374,1.0,0,True,,,
P2P-000375,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000376,1.0,0,True,,,
P2P-000377,1.0,0,True,,,
P2P-000378,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000379,1.0,0,True,,,
P2P-000380,0.9230769230769231,1,False,Manager Approval,,
P2P-000381,1.0,0,True,,,
P2P-000382,0.9230769230769231,1,False,Manager Approval,,
P2P-000383,1.0,0,True,,,
P2P-000384,1.0,0,True,,,
P2P-000385,0.9230769230769231,1,False,Manager Approval,,
P2P-000386,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000387,1.0,0,True,,,
P2P-000388,1.0,0,True,,,
P2P-000389,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000390,0.9230769230769231,1,False,Manager Approval,,
P2P-000391,1.0,0,True,,,
P2P-000392,1.0,0,True,,,
P2P-000393,1.0,0,True,,,
P2P-000394,1.0,0,True,,,
P2P-000395,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000396,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000397,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000398,0.7222222222222222,5,False,,Corrected Invoice Received | Delivery Delayed | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000399,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000400,1.0,0,True,,,
P2P-000401,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000402,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-000403,1.0,0,True,,,
P2P-000404,1.0,0,True,,,
P2P-000405,1.0,0,True,,,
P2P-000406,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000407,1.0,0,True,,,
P2P-000408,0.9230769230769231,1,False,Manager Approval,,
P2P-000409,1.0,0,True,,,
P2P-000410,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000411,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000412,1.0,0,True,,,
P2P-000413,1.0,0,True,,,
P2P-000414,0.9230769230769231,1,False,Manager Approval,,
P2P-000415,1.0,0,True,,,
P2P-000416,1.0,0,True,,,
P2P-000417,1.0,0,True,,,
P2P-000418,1.0,0,True,,,
P2P-000419,0.9230769230769231,1,False,Manager Approval,,
P2P-000420,0.9230769230769231,1,False,Manager Approval,,
P2P-000421,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000422,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000423,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000424,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000425,1.0,0,True,,,
P2P-000426,1.0,0,True,,,
P2P-000427,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000428,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000429,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000430,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000431,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000432,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000433,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000434,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000435,1.0,0,True,,,
P2P-000436,1.0,0,True,,,
P2P-000437,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000438,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000439,0.9230769230769231,1,False,Manager Approval,,
P2P-000440,1.0,0,True,,,
P2P-000441,0.9230769230769231,1,False,Manager Approval,,
P2P-000442,1.0,0,True,,,
P2P-000443,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000444,1.0,0,True,,,
P2P-000445,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000446,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000447,0.9230769230769231,1,False,Manager Approval,,
P2P-000448,1.0,0,True,,,
P2P-000449,1.0,0,True,,,
P2P-000450,1.0,0,True,,,
P2P-000451,1.0,0,True,,,
P2P-000452,1.0,0,True,,,
P2P-000453,0.9230769230769231,1,False,Manager Approval,,
P2P-000454,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000455,0.9230769230769231,1,False,Manager Approval,,
P2P-000456,1.0,0,True,,,
P2P-000457,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000458,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000459,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000460,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000461,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000462,1.0,0,True,,,
P2P-000463,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000464,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000465,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000466,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000467,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000468,1.0,0,True,,,
P2P-000469,0.9230769230769231,1,False,Manager Approval,,
P2P-000470,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000471,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000472,1.0,0,True,,,
P2P-000473,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-000474,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000475,1.0,0,True,,,
P2P-000476,0.8666666666666667,2,False,,Request Reworked,Manager Approval
